-1392.3945	844.8553	-327.60156	-3115.319	1000.0	-440.08570212258945	177.9031692796487	5.446436883678144	-792.9503700361557	126.29032258064517	4000	16.961583614349365	1.2979922	0.5777319	-5.0039845
-1178.8282	716.08527	9.563941	-2155.7603	900.4	-414.0846462305156	179.97593475351556	5.446436883678144	-792.9503700361557	124.640625	8000	37.12513852119446	1.9223828	0.4688379	-6.001038
-1160.9935	694.36206	10.0	-2076.9785	900.1	-411.75444281932914	265.46375331275595	10.0	-1611.8156333001562	130.98809523809524	12000	58.09802293777466	15.460239	2.573035	-17.774036
-1306.6073	556.6692	-408.36005	-2119.4175	1000.0	-448.0342701760778	326.1015358031946	10.0	-1611.8156333001562	169.14606741573033	16000	82.7201976776123	15.685352	2.1913602	-16.526892
-1287.5641	905.7893	-355.4062	-3174.4927	1000.0	-496.33123702579303	410.69125132972647	10.0	-2417.329362568568	204.88172043010752	20000	113.23588967323303	16.725664	1.5021904	-17.353142
-1748.8826	929.0147	10.0	-3533.023	900.1	-549.4958713926553	481.6791935021181	10.0	-2417.329362568568	237.6701030927835	24000	140.09626531600952	8.06377	0.58067584	-9.987693
-1144.0793	675.35016	-319.1064	-2730.7163	1000.0	-579.2765872559604	496.5611453307001	10.0	-2417.329362568568	267.86138613861385	28000	163.31557607650757	18.244883	2.8219633	-21.059307
-1506.6697	490.93274	-633.77905	-2286.982	1000.0	-616.9998163440822	524.8955860597684	10.0	-2417.329362568568	295.752380952381	32000	191.07325172424316	18.465424	1.9336638	-20.418104
-1139.6752	646.3089	9.909566	-2307.026	900.2	-644.3500616189513	545.4429182398958	10.0	-2417.329362568568	318.77272727272725	36000	219.25444316864014	12.243687	0.80931824	-14.629168
-1367.1252	614.8546	-478.21533	-2727.0044	1000.0	-670.1710342222909	565.0598569435098	10.0	-2417.329362568568	342.67543859649123	40000	244.74898481369019	21.26707	1.6336877	-21.8125
-1400.167	712.83734	-226.01909	-2429.0288	1000.0	-697.9670985131165	587.1197417409716	10.0	-2417.329362568568	364.95762711864404	44000	273.73854756355286	17.705158	1.1572595	-19.674387
-1329.638	516.47784	-620.2263	-2304.359	1000.0	-714.2849080880666	596.740868992908	10.0	-2417.329362568568	382.650406504065	48000	298.2969579696655	20.525972	0.99340457	-18.866816
-1348.4509	454.30118	-606.9629	-1987.5685	1000.0	-723.3296755589395	600.0227838235719	10.0	-2417.329362568568	398.9765625	52000	323.96632266044617	31.741734	1.9484771	-31.184664
-1092.7213	632.3092	-132.90646	-2120.06	1000.0	-734.1228185111567	602.7468899550229	10.0	-2417.329362568568	417.18939393939394	56000	345.2849259376526	26.134272	0.80657554	-27.03417
-1302.0884	602.7018	-456.73196	-2297.8923	1000.0	-760.7079359109391	616.2060080957585	10.0	-2417.329362568568	434.33088235294116	60000	368.9103629589081	25.031195	1.644794	-28.654507
-1397.5319	695.95807	-343.51782	-3144.2622	1000.0	-771.5251416177053	619.7339896377811	10.0	-2417.329362568568	447.3262411347518	64000	390.2404029369354	22.69078	3.5184393	-32.853565
-1210.4462	772.151	-287.16022	-2735.4316	1000.0	-781.5127356008782	614.1710857538026	10.0	-2417.329362568568	462.57241379310346	68000	415.4057631492615	17.73962	0.63732046	-19.168629
-1049.6102	585.4701	-234.50227	-2047.5006	1000.0	-793.3234602312031	618.2429989802083	10.0	-2417.329362568568	477.0	72000	439.86998653411865	19.148666	1.5858531	-23.439688
-1358.4207	872.7808	-203.95438	-2727.8643	1000.0	-815.1116776800111	625.0027623646959	10.0	-2417.329362568568	490.6732026143791	76000	461.04627537727356	8.341832	0.30281007	-10.428785
-1281.6705	664.2056	10.0	-2295.0767	900.1	-829.0230135976158	634.0618243581798	10.0	-2417.329362568568	500.5253164556962	80000	481.9452557563782	21.21642	2.0246258	-26.591673
-1430.5979	893.68207	-462.53363	-3089.8794	1000.0	-833.0214896406872	633.307779309939	10.0	-2417.329362568568	509.76073619631904	84000	504.0523192882538	29.76701	2.2407084	-31.268301
-1339.535	902.706	-135.22098	-2615.0684	1000.0	-847.1609910554878	643.459798580247	10.0	-2459.517441518755	521.502994011976	88000	527.7881546020508	25.641373	1.6168938	-26.744104
-1509.802	598.8152	-638.95776	-2623.9944	1000.0	-862.2093949297473	656.6689288051656	10.0	-2579.987948869102	529.6220930232558	92000	552.8488099575043	21.90647	1.296288	-25.9004
-1557.7272	854.3204	9.751721	-2687.9404	900.3	-888.7616712991298	678.3527521568437	10.0	-3003.1769210959887	540.3125	96000	579.975691318512	36.289104	1.9974748	-33.883232
-1149.8867	774.0382	10.0	-2251.0881	900.1	-889.7942721127023	675.6969821005556	10.0	-3003.1769210959887	547.5082872928177	100000	603.3942058086395	26.058165	2.6208496	-31.457233
-1010.86847	666.8927	-164.63126	-2296.3418	1000.0	-908.7436968274804	687.0869223454453	10.0	-3003.1769210959887	557.2918918918919	104000	627.2046141624451	26.521694	1.182548	-24.142405
